date,machine_id,shift,target_units,units_produced,defective_units,downtime_minutes,shift_duration_min,failure_flag
2026-03-14,M2,Evening,373,356,5,19,480,False
2026-03-14,M2,Night,343,300,8,7,480,False
2026-03-14,M3,Morning,396,390,7,17,480,False
2026-03-14,M3,Evening,396,364,7,29,480,False
2026-03-14,M3,Night,364,314,9,21,480,False
2026-03-14,M4,Morning,350,316,4,31,480,False
2026-03-14,M4,Evening,350,319,4,27,480,False
2026-03-14,M4,Night,322,305,4,20,480,False
2026-03-14,M5,Morning,385,350,10,26,480,False
2026-03-14,M5,Evening,385,368,8,31,480,False
2026-03-14,M5,Night,354,332,4,22,480,False
2026-03-15,M1,Morning,420,421,6,16,480,False
2026-03-15,M1,Evening,420,400,8,12,480,False
2026-03-15,M1,Night,386,375,13,20,480,False
2026-03-15,M2,Morning,373,340,4,21,480,False
2026-03-15,M2,Evening,373,362,8,19,480,False
2026-03-15,M2,Night,343,316,4,25,480,False
2026-03-15,M3,Morning,396,383,4,30,480,False
2026-03-15,M3,Evening,396,379,11,9,480,False
2026-03-15,M3,Night,364,327,6,22,480,False
2026-03-15,M4,Morning,350,347,9,17,480,False
2026-03-15,M4,Evening,350,318,9,12,480,False
2026-03-15,M4,Night,322,318,6,30,480,False
2026-03-15,M5,Morning,385,369,7,15,480,False
2026-03-15,M5,Evening,385,357,8,19,480,False
2026-03-15,M5,Night,354,326,6,19,480,False
2026-03-16,M1,Morning,600,525,12,12,480,False
2026-03-16,M1,Evening,600,543,6,6,480,False
2026-03-16,M1,Night,552,496,8,33,480,False
2026-03-16,M2,Morning,533,492,11,22,480,False
2026-03-16,M2,Evening,533,503,10,10,480,False
2026-03-16,M2,Night,490,481,15,7,480,False
2026-03-16,M3,Morning,566,514,10,12,480,False
2026-03-16,M3,Evening,566,540,9,34,480,False
2026-03-16,M3,Night,520,507,11,26,480,False
2026-03-16,M4,Morning,500,486,9,13,480,False
2026-03-16,M4,Evening,500,471,12,20,480,False
2026-03-16,M4,Night,460,410,7,18,480,False
2026-03-16,M5,Morning,550,515,17,9,480,False
2026-03-16,M5,Evening,550,525,16,35,480,False
2026-03-16,M5,Night,506,469,11,23,480,False
2026-03-17,M1,Morning,600,567,12,22,480,False
2026-03-17,M1,Evening,600,518,13,20,480,False
2026-03-17,M1,Night,552,515,17,14,480,False
2026-03-17,M2,Morning,533,494,16,13,480,False
2026-03-17,M2,Evening,533,492,10,25,480,False
2026-03-17,M2,Night,490,463,6,15,480,False
2026-03-17,M3,Morning,566,521,11,22,480,False
2026-03-17,M3,Evening,566,539,6,26,480,False
2026-03-17,M3,Night,520,492,14,22,480,False
2026-03-17,M4,Morning,500,486,12,28,480,False
2026-03-17,M4,Evening,500,477,10,35,480,False
2026-03-17,M4,Night,460,444,11,10,480,False
2026-03-17,M5,Morning,550,495,11,20,480,False
2026-03-17,M5,Evening,550,506,11,30,480,False
2026-03-17,M5,Night,506,486,7,18,480,False
2026-03-18,M1,Morning,600,549,10,16,480,False
2026-03-18,M1,Evening,600,555,8,18,480,False
2026-03-18,M1,Night,552,509,2,33,480,False
2026-03-18,M2,Morning,533,518,10,19,480,False
2026-03-18,M2,Evening,533,482,15,32,480,False
2026-03-18,M2,Night,490,462,13,20,480,False
2026-03-18,M3,Morning,566,509,9,20,480,False
2026-03-18,M3,Evening,566,524,10,18,480,False
2026-03-18,M3,Night,520,487,10,11,480,False
2026-03-18,M4,Morning,500,459,6,26,480,False
2026-03-18,M4,Evening,500,438,12,29,480,False
2026-03-18,M4,Night,460,428,2,16,480,False
2026-03-18,M5,Morning,550,515,8,15,480,False
2026-03-18,M5,Evening,550,542,14,12,480,False
2026-03-18,M5,Night,506,451,9,17,480,False
2026-03-19,M1,Morning,600,572,10,22,480,False
2026-03-19,M1,Evening,600,598,16,18,480,False
2026-03-19,M1,Night,552,515,10,27,480,False
2026-03-19,M2,Morning,533,490,10,19,480,False
2026-03-19,M2,Evening,533,492,6,21,480,False
2026-03-19,M2,Night,490,459,11,15,480,False
2026-03-19,M3,Morning,566,552,9,31,480,False
2026-03-19,M3,Evening,566,502,12,22,480,False
2026-03-19,M3,Night,520,476,11,28,480,False
2026-03-19,M4,Morning,500,436,10,1,480,False
2026-03-19,M4,Evening,500,455,14,15,480,False
2026-03-19,M4,Night,460,416,8,34,480,False
2026-03-19,M5,Morning,550,486,7,29,480,False
2026-03-19,M5,Evening,550,547,11,10,480,False
2026-03-19,M5,Night,506,507,16,24,480,False
2026-03-20,M1,Morning,600,549,11,18,480,False
2026-03-20,M1,Evening,600,569,17,25,480,False
2026-03-20,M1,Night,552,501,15,21,480,False
2026-03-20,M2,Morning,533,512,15,11,480,False
2026-03-20,M2,Evening,533,500,9,7,480,False
2026-03-20,M2,Night,490,465,17,5,480,False
2026-03-20,M3,Morning,566,531,13,20,480,False
2026-03-20,M3,Evening,566,530,7,20,480,False
2026-03-20,M3,Night,520,476,4,27,480,False
2026-03-20,M4,Morning,500,484,10,20,480,False
2026-03-20,M4,Evening,500,486,11,25,480,False
2026-03-20,M4,Night,460,428,12,21,480,False
2026-03-20,M5,Morning,550,520,7,21,480,False
2026-03-20,M5,Evening,550,503,9,13,480,False
2026-03-20,M5,Night,506,459,15,28,480,False
2026-03-21,M1,Morning,420,418,6,19,480,False
2026-03-21,M1,Evening,420,378,6,12,480,False
2026-03-21,M1,Night,386,377,7,26,480,False
2026-03-21,M2,Morning,373,357,12,8,480,False
2026-03-21,M2,Evening,373,364,10,12,480,False
2026-03-21,M2,Night,343,332,7,17,480,False
2026-03-21,M3,Morning,396,362,6,33,480,False
2026-03-21,M3,Evening,396,372,9,13,480,False
2026-03-21,M3,Night,364,333,9,9,480,False
2026-03-21,M4,Morning,350,324,7,20,480,False
2026-03-21,M4,Evening,350,327,7,24,480,False
2026-03-21,M4,Night,322,309,4,17,480,False
2026-03-21,M5,Morning,385,375,10,9,480,False
2026-03-21,M5,Evening,385,365,3,19,480,False
2026-03-21,M5,Night,354,352,5,13,480,False
2026-03-22,M1,Morning,420,404,5,14,480,False
2026-03-22,M1,Evening,420,402,7,17,480,False
2026-03-22,M1,Night,386,371,9,21,480,False
2026-03-22,M2,Morning,373,346,8,18,480,False
2026-03-22,M2,Evening,373,355,6,17,480,False
2026-03-22,M2,Night,343,312,6,13,480,False
2026-03-22,M3,Morning,396,359,8,20,480,False
2026-03-22,M3,Evening,396,381,7,22,480,False
2026-03-22,M3,Night,364,348,8,13,480,False
2026-03-22,M4,Morning,350,330,7,19,480,False
2026-03-22,M4,Evening,350,307,7,35,480,False
2026-03-22,M4,Night,322,299,5,21,480,False
2026-03-22,M5,Morning,385,365,10,10,480,False
2026-03-22,M5,Evening,385,370,9,18,480,False
2026-03-22,M5,Night,354,336,9,25,480,False
2026-03-23,M1,Morning,600,543,14,18,480,False
2026-03-23,M1,Evening,600,565,12,18,480,False
2026-03-23,M1,Night,552,538,11,11,480,False
2026-03-23,M2,Morning,533,494,11,28,480,False
2026-03-23,M2,Evening,533,510,8,37,480,False
2026-03-23,M2,Night,490,464,13,18,480,False
2026-03-23,M3,Morning,566,541,14,27,480,False
2026-03-23,M3,Evening,566,549,14,16,480,False
2026-03-23,M3,Night,520,479,11,25,480,False
2026-03-23,M4,Morning,500,466,13,29,480,False
2026-03-23,M4,Evening,500,456,7,18,480,False
2026-03-23,M4,Night,460,436,8,28,480,False
2026-03-23,M5,Morning,550,523,11,8,480,False
2026-03-23,M5,Evening,550,495,11,3,480,False
2026-03-23,M5,Night,506,491,10,42,480,False
2026-03-24,M1,Morning,600,605,12,18,480,False
2026-03-24,M1,Evening,600,581,18,7,480,False
2026-03-24,M1,Night,552,489,8,23,480,False
2026-03-24,M2,Morning,533,508,14,10,480,False
2026-03-24,M2,Evening,533,463,12,13,480,False
2026-03-24,M2,Night,490,430,9,24,480,False
2026-03-24,M3,Morning,566,529,10,18,480,False
2026-03-24,M3,Evening,566,525,7,14,480,False
2026-03-24,M3,Night,520,496,11,20,480,False
2026-03-24,M4,Morning,500,455,9,3,480,False
2026-03-24,M4,Evening,500,472,14,8,480,False
2026-03-24,M4,Night,460,424,10,28,480,False
2026-03-24,M5,Morning,550,509,9,5,480,False
2026-03-24,M5,Evening,550,518,17,21,480,False
2026-03-24,M5,Night,506,475,11,19,480,False
2026-03-25,M1,Morning,600,549,14,20,480,False
2026-03-25,M1,Evening,600,564,9,28,480,False
2026-03-25,M1,Night,552,529,9,26,480,False
2026-03-25,M2,Morning,533,493,8,13,480,False
2026-03-25,M2,Evening,533,472,11,6,480,False
2026-03-25,M2,Night,490,442,4,18,480,False
2026-03-25,M3,Morning,566,529,10,11,480,False
2026-03-25,M3,Evening,566,512,12,15,480,False
2026-03-25,M3,Night,520,493,8,20,480,False
2026-03-25,M4,Morning,500,489,12,16,480,False
2026-03-25,M4,Evening,500,473,9,19,480,False
2026-03-25,M4,Night,460,427,8,20,480,False
2026-03-25,M5,Morning,550,500,7,9,480,False
2026-03-25,M5,Evening,550,490,7,20,480,False
2026-03-25,M5,Night,506,462,11,19,480,False
2026-03-26,M1,Morning,600,528,13,25,480,False
2026-03-26,M1,Evening,600,546,13,13,480,False
2026-03-26,M1,Night,552,520,7,6,480,False
2026-03-26,M2,Morning,533,494,10,16,480,False
2026-03-26,M2,Evening,533,482,9,21,480,False
2026-03-26,M2,Night,490,459,10,14,480,False
2026-03-26,M3,Morning,566,551,8,22,480,False
2026-03-26,M3,Evening,566,552,13,17,480,False
2026-03-26,M3,Night,520,480,13,8,480,False
2026-03-26,M4,Morning,500,455,8,28,480,False
2026-03-26,M4,Evening,500,475,7,16,480,False
2026-03-26,M4,Night,460,423,7,26,480,False
2026-03-26,M5,Morning,550,494,15,25,480,False
2026-03-26,M5,Evening,550,534,10,18,480,False
2026-03-26,M5,Night,506,453,8,22,480,False
2026-03-27,M1,Morning,600,587,9,16,480,False
2026-03-27,M1,Evening,600,561,7,23,480,False
2026-03-27,M1,Night,552,506,10,15,480,False
2026-03-27,M2,Morning,533,488,10,17,480,False
2026-03-27,M2,Evening,533,495,8,21,480,False
2026-03-27,M2,Night,490,484,11,26,480,False
2026-03-27,M3,Morning,566,508,11,11,480,False
2026-03-27,M3,Evening,566,506,8,27,480,False
2026-03-27,M3,Night,520,503,11,8,480,False
2026-03-27,M4,Morning,500,467,11,20,480,False
2026-03-27,M4,Evening,500,442,7,18,480,False
2026-03-27,M4,Night,460,439,3,18,480,False
2026-03-27,M5,Morning,550,519,14,24,480,False
2026-03-27,M5,Evening,550,526,9,5,480,False
2026-03-27,M5,Night,506,469,13,29,480,False
2026-03-28,M1,Morning,420,403,9,21,480,False
2026-03-28,M1,Evening,420,387,8,31,480,False
2026-03-28,M1,Night,386,351,11,16,480,False
2026-03-28,M2,Morning,373,365,4,23,480,False
2026-03-28,M2,Evening,373,342,4,20,480,False
2026-03-28,M2,Night,343,332,5,8,480,False
2026-03-28,M3,Morning,396,371,7,23,480,False
2026-03-28,M3,Evening,396,383,8,32,480,False
2026-03-28,M3,Night,364,344,6,7,480,False
2026-03-28,M4,Morning,350,326,6,26,480,False
2026-03-28,M4,Evening,350,333,4,20,480,False
2026-03-28,M4,Night,322,309,9,25,480,False
2026-03-28,M5,Morning,385,370,8,21,480,False
2026-03-28,M5,Evening,385,376,5,16,480,False
2026-03-28,M5,Night,354,324,7,28,480,False
2026-03-29,M1,Morning,420,387,2,16,480,False
2026-03-29,M1,Evening,420,406,10,22,480,False
2026-03-29,M1,Night,386,359,5,22,480,False
2026-03-29,M2,Morning,373,341,11,23,480,False
2026-03-29,M2,Evening,373,344,6,18,480,False
2026-03-29,M2,Night,343,319,9,20,480,False
2026-03-29,M3,Morning,396,363,12,19,480,False
2026-03-29,M3,Evening,396,381,6,21,480,False
2026-03-29,M3,Night,364,345,3,33,480,False
2026-03-29,M4,Morning,350,342,6,11,480,False
2026-03-29,M4,Evening,350,332,7,21,480,False
2026-03-29,M4,Night,322,304,7,29,480,False
2026-03-29,M5,Morning,385,368,5,29,480,False
2026-03-29,M5,Evening,385,380,15,11,480,False
2026-03-29,M5,Night,354,335,3,23,480,False
2026-03-30,M1,Morning,600,554,18,13,480,False
2026-03-30,M1,Evening,600,533,10,4,480,False
2026-03-30,M1,Night,552,531,5,19,480,False
2026-03-30,M2,Morning,533,467,9,31,480,False
2026-03-30,M2,Evening,533,506,8,18,480,False
2026-03-30,M2,Night,490,460,11,9,480,False
2026-03-30,M3,Morning,566,542,3,14,480,False
2026-03-30,M3,Evening,566,523,13,19,480,False
2026-03-30,M3,Night,520,466,7,20,480,False
2026-03-30,M4,Morning,500,468,8,15,480,False
2026-03-30,M4,Evening,500,480,9,18,480,False
2026-03-30,M4,Night,460,462,6,5,480,False
2026-03-30,M5,Morning,550,529,9,16,480,False
2026-03-30,M5,Evening,550,504,10,30,480,False
2026-03-30,M5,Night,506,487,13,9,480,False
2026-03-31,M1,Morning,600,543,2,13,480,False
2026-03-31,M1,Evening,600,581,14,17,480,False
2026-03-31,M1,Night,552,518,9,20,480,False
2026-03-31,M2,Morning,533,513,6,21,480,False
2026-03-31,M2,Evening,533,515,10,24,480,False
2026-03-31,M2,Night,490,499,10,22,480,False
2026-03-31,M3,Morning,566,519,11,22,480,False
2026-03-31,M3,Evening,566,535,8,20,480,False
2026-03-31,M3,Night,520,511,12,26,480,False
2026-03-31,M4,Morning,500,466,12,21,480,False
2026-03-31,M4,Evening,500,455,10,12,480,False
2026-03-31,M4,Night,460,423,9,21,480,False
2026-03-31,M5,Morning,550,497,14,23,480,False
2026-03-31,M5,Evening,550,505,6,18,480,False
2026-03-31,M5,Night,506,468,10,16,480,False
2026-04-01,M1,Morning,600,527,10,16,480,False
2026-04-01,M1,Evening,600,575,10,31,480,False
2026-04-01,M1,Night,552,487,14,17,480,False
2026-04-01,M2,Morning,533,473,7,37,480,False
2026-04-01,M2,Evening,533,463,13,18,480,False
2026-04-01,M2,Night,490,429,15,32,480,False
2026-04-01,M3,Morning,566,530,12,17,480,False
2026-04-01,M3,Evening,566,555,11,20,480,False
2026-04-01,M3,Night,520,506,8,30,480,False
2026-04-01,M4,Morning,500,447,14,16,480,False
2026-04-01,M4,Evening,500,466,4,15,480,False
2026-04-01,M4,Night,460,418,7,18,480,False
2026-04-01,M5,Morning,550,532,12,21,480,False
2026-04-01,M5,Evening,550,498,8,32,480,False
2026-04-01,M5,Night,506,464,14,17,480,False
2026-04-02,M1,Morning,600,564,16,28,480,False
2026-04-02,M1,Evening,600,562,11,18,480,False
2026-04-02,M1,Night,552,524,14,19,480,False
2026-04-02,M2,Morning,533,472,8,5,480,False
2026-04-02,M2,Evening,533,471,14,41,480,False
2026-04-02,M2,Night,490,426,14,25,480,False
2026-04-02,M3,Morning,566,521,11,19,480,False
2026-04-02,M3,Evening,566,540,11,5,480,False
2026-04-02,M3,Night,520,482,12,17,480,False
2026-04-02,M4,Morning,500,466,13,14,480,False
2026-04-02,M4,Evening,500,446,9,15,480,False
2026-04-02,M4,Night,460,419,8,22,480,False
2026-04-02,M5,Morning,550,516,12,32,480,False
2026-04-02,M5,Evening,550,511,12,15,480,False
2026-04-02,M5,Night,506,462,8,15,480,False
2026-04-03,M1,Morning,600,570,20,14,480,False
2026-04-03,M1,Evening,600,556,12,22,480,False
2026-04-03,M1,Night,552,523,15,1,480,False
2026-04-03,M2,Morning,533,430,5,42,480,False
2026-04-03,M2,Evening,533,440,16,30,480,False
2026-04-03,M2,Night,490,402,13,31,480,False
2026-04-03,M3,Morning,566,545,5,19,480,False
2026-04-03,M3,Evening,566,541,17,15,480,False
2026-04-03,M3,Night,520,493,5,1,480,False
2026-04-03,M4,Morning,500,482,10,27,480,False
2026-04-03,M4,Evening,500,449,11,32,480,False
2026-04-03,M4,Night,460,438,10,19,480,False
2026-04-03,M5,Morning,550,491,14,14,480,False
2026-04-03,M5,Evening,550,525,6,10,480,False
2026-04-03,M5,Night,506,497,9,29,480,False
2026-04-04,M1,Morning,420,393,4,25,480,False
2026-04-04,M1,Evening,420,387,10,19,480,False
2026-04-04,M1,Night,386,344,7,35,480,False
2026-04-04,M2,Morning,373,313,13,32,480,False
2026-04-04,M2,Evening,373,326,13,34,480,False
2026-04-04,M2,Night,343,282,11,47,480,False
2026-04-04,M3,Morning,396,375,3,11,480,False
2026-04-04,M3,Evening,396,383,8,15,480,False
2026-04-04,M3,Night,364,327,5,4,480,False
2026-04-04,M4,Morning,350,327,6,12,480,False
2026-04-04,M4,Evening,350,328,7,34,480,False
2026-04-04,M4,Night,322,288,8,26,480,False
2026-04-04,M5,Morning,385,352,8,15,480,False
2026-04-04,M5,Evening,385,364,11,23,480,False
2026-04-04,M5,Night,354,338,6,8,480,False
2026-04-05,M1,Morning,420,392,11,8,480,False
2026-04-05,M1,Evening,420,381,8,12,480,False
2026-04-05,M1,Night,386,353,6,9,480,False
2026-04-05,M2,Morning,373,284,11,56,480,False
2026-04-05,M2,Evening,373,283,14,53,480,False
2026-04-05,M2,Night,343,289,14,46,480,False
2026-04-05,M3,Morning,396,372,7,27,480,False
2026-04-05,M3,Evening,396,359,6,26,480,False
2026-04-05,M3,Night,364,335,9,31,480,False
2026-04-05,M4,Morning,350,324,8,10,480,False
2026-04-05,M4,Evening,350,336,7,22,480,False
2026-04-05,M4,Night,322,296,3,22,480,False
2026-04-05,M5,Morning,385,338,6,25,480,False
2026-04-05,M5,Evening,385,364,12,26,480,False
2026-04-05,M5,Night,354,325,7,18,480,False
2026-04-06,M1,Morning,600,535,8,15,480,False
2026-04-06,M1,Evening,600,527,11,17,480,False
2026-04-06,M1,Night,552,491,11,24,480,False
2026-04-06,M2,Morning,533,431,23,48,480,False
2026-04-06,M2,Evening,533,454,22,56,480,False
2026-04-06,M2,Night,490,378,16,57,480,False
2026-04-06,M3,Morning,566,548,14,2,480,False
2026-04-06,M3,Evening,566,566,13,13,480,False
2026-04-06,M3,Night,520,491,11,14,480,False
2026-04-06,M4,Morning,500,472,8,16,480,False
2026-04-06,M4,Evening,500,459,6,20,480,False
2026-04-06,M4,Night,460,440,11,25,480,False
2026-04-06,M5,Morning,550,522,9,25,480,False
2026-04-06,M5,Evening,550,494,8,12,480,False
2026-04-06,M5,Night,506,492,13,22,480,False
2026-04-07,M1,Morning,600,583,9,21,480,False
2026-04-07,M1,Evening,600,561,15,18,480,False
2026-04-07,M1,Night,552,512,12,25,480,False
2026-04-07,M2,Morning,533,368,22,68,480,False
2026-04-07,M2,Evening,533,373,25,51,480,False
2026-04-07,M2,Night,490,359,21,54,480,False
2026-04-07,M3,Morning,566,533,10,6,480,False
2026-04-07,M3,Evening,566,494,11,15,480,False
2026-04-07,M3,Night,520,480,12,27,480,False
2026-04-07,M4,Morning,500,465,9,22,480,False
2026-04-07,M4,Evening,500,449,10,23,480,False
2026-04-07,M4,Night,460,441,4,13,480,False
2026-04-07,M5,Morning,550,502,11,22,480,False
2026-04-07,M5,Evening,550,541,10,15,480,False
2026-04-07,M5,Night,506,493,11,28,480,False
2026-04-08,M1,Morning,600,569,8,9,480,False
2026-04-08,M1,Evening,600,536,13,27,480,False
2026-04-08,M1,Night,552,549,14,27,480,False
2026-04-08,M2,Morning,533,403,26,72,480,True
2026-04-08,M2,Evening,533,405,28,73,480,True
2026-04-08,M2,Night,490,380,20,71,480,True
2026-04-08,M3,Morning,566,517,13,18,480,False
2026-04-08,M3,Evening,566,504,12,15,480,False
2026-04-08,M3,Night,520,502,11,22,480,False
2026-04-08,M4,Morning,500,455,8,15,480,False
2026-04-08,M4,Evening,500,482,15,13,480,False
2026-04-08,M4,Night,460,447,4,10,480,False
2026-04-08,M5,Morning,550,501,6,7,480,False
2026-04-08,M5,Evening,550,523,10,21,480,False
2026-04-08,M5,Night,506,486,11,23,480,False
2026-04-09,M1,Morning,600,562,8,26,480,False
2026-04-09,M1,Evening,600,553,9,17,480,False
2026-04-09,M1,Night,552,503,9,21,480,False
2026-04-09,M2,Morning,533,402,29,95,480,True
2026-04-09,M2,Evening,533,397,27,69,480,True
2026-04-09,M2,Night,490,340,25,69,480,True
2026-04-09,M3,Morning,566,535,10,17,480,False
2026-04-09,M3,Evening,566,545,8,33,480,False
2026-04-09,M3,Night,520,460,8,21,480,False
2026-04-09,M4,Morning,500,478,10,18,480,False
2026-04-09,M4,Evening,500,476,9,29,480,False
2026-04-09,M4,Night,460,443,12,12,480,False
2026-04-09,M5,Morning,550,515,10,11,480,False
2026-04-09,M5,Evening,550,522,9,23,480,False
2026-04-09,M5,Night,506,459,14,12,480,False
2026-04-10,M1,Morning,600,567,15,15,480,False
2026-04-10,M1,Evening,600,579,8,29,480,False
2026-04-10,M1,Night,552,519,9,17,480,False
2026-04-10,M2,Morning,533,369,24,99,480,True
2026-04-10,M2,Evening,533,357,26,89,480,True
2026-04-10,M2,Night,490,356,25,71,480,True
2026-04-10,M3,Morning,566,521,12,23,480,False
2026-04-10,M3,Evening,566,495,10,20,480,False
2026-04-10,M3,Night,520,484,14,22,480,False
2026-04-10,M4,Morning,500,489,10,25,480,False
2026-04-10,M4,Evening,500,494,14,11,480,False
2026-04-10,M4,Night,460,428,8,22,480,False
2026-04-10,M5,Morning,550,528,8,19,480,False
2026-04-10,M5,Evening,550,483,14,15,480,False
2026-04-10,M5,Night,506,476,9,27,480,False
2026-04-11,M1,Morning,420,359,7,18,480,False
2026-04-11,M1,Evening,420,389,12,12,480,False
2026-04-11,M1,Night,386,371,8,28,480,False
2026-04-11,M2,Morning,373,343,6,27,480,False
2026-04-11,M2,Evening,373,355,4,15,480,False
2026-04-11,M2,Night,343,326,8,14,480,False
2026-04-11,M3,Morning,396,337,8,10,480,False
2026-04-11,M3,Evening,396,348,1,25,480,False
2026-04-11,M3,Night,364,343,7,29,480,False
2026-04-11,M4,Morning,350,335,10,9,480,False
2026-04-11,M4,Evening,350,328,4,17,480,False
2026-04-11,M4,Night,322,300,7,19,480,False
2026-04-11,M5,Morning,385,369,9,34,480,False
2026-04-11,M5,Evening,385,358,5,20,480,False
2026-04-11,M5,Night,354,324,10,17,480,False
2026-04-12,M1,Morning,420,387,7,24,480,False
2026-04-12,M1,Evening,420,392,7,31,480,False
2026-04-12,M1,Night,386,352,7,23,480,False
2026-04-12,M2,Morning,373,332,8,11,480,False
2026-04-12,M2,Evening,373,359,5,24,480,False
2026-04-12,M2,Night,343,333,9,21,480,False
2026-04-12,M3,Morning,396,369,6,29,480,False
2026-04-12,M3,Evening,396,363,5,23,480,False
2026-04-12,M3,Night,364,333,5,8,480,False
2026-04-12,M4,Morning,350,323,6,20,480,False
2026-04-12,M4,Evening,350,338,8,17,480,False
2026-04-12,M4,Night,322,300,7,28,480,False
2026-04-12,M5,Morning,385,363,6,12,480,False
2026-04-12,M5,Evening,385,345,8,23,480,False
2026-04-12,M5,Night,354,338,7,29,480,False
2026-04-13,M1,Morning,600,555,15,18,480,False
2026-04-13,M1,Evening,600,553,14,22,480,False
2026-04-13,M1,Night,552,524,11,18,480,False
2026-04-13,M2,Morning,533,539,15,24,480,False
2026-04-13,M2,Evening,533,502,14,22,480,False
2026-04-13,M2,Night,490,460,9,18,480,False
2026-04-13,M3,Morning,566,478,11,15,480,False
2026-04-13,M3,Evening,566,559,12,10,480,False
2026-04-13,M3,Night,520,488,7,22,480,False
2026-04-13,M4,Morning,500,474,13,13,480,False
2026-04-13,M4,Evening,500,470,6,24,480,False
2026-04-13,M4,Night,460,439,10,19,480,False
2026-04-13,M5,Morning,550,523,16,17,480,False
2026-04-13,M5,Evening,550,519,8,12,480,False
2026-04-13,M5,Night,506,477,13,17,480,False
2026-04-14,M1,Morning,600,559,10,15,480,False
2026-04-14,M1,Evening,600,569,7,28,480,False
2026-04-14,M1,Night,552,507,13,10,480,False
2026-04-14,M2,Morning,533,511,13,21,480,False
2026-04-14,M2,Evening,533,485,11,10,480,False
2026-04-14,M2,Night,490,456,12,24,480,False
2026-04-14,M3,Morning,566,532,8,23,480,False
2026-04-14,M3,Evening,566,532,4,24,480,False
2026-04-14,M3,Night,520,488,14,11,480,False
2026-04-14,M4,Morning,500,422,9,21,480,False
2026-04-14,M4,Evening,500,444,7,39,480,False
2026-04-14,M4,Night,460,428,11,14,480,False
2026-04-14,M5,Morning,550,482,10,17,480,False
2026-04-14,M5,Evening,550,510,10,21,480,False
2026-04-14,M5,Night,506,473,6,22,480,False
2026-04-15,M1,Morning,600,528,5,24,480,False
2026-04-15,M1,Evening,600,573,12,9,480,False
2026-04-15,M1,Night,552,507,10,7,480,False
2026-04-15,M2,Morning,533,489,12,29,480,False
2026-04-15,M2,Evening,533,494,13,5,480,False
2026-04-15,M2,Night,490,470,8,21,480,False
2026-04-15,M3,Morning,566,527,15,12,480,False
2026-04-15,M3,Evening,566,542,11,18,480,False
2026-04-15,M3,Night,520,485,8,19,480,False
2026-04-15,M4,Morning,500,469,10,19,480,False
2026-04-15,M4,Evening,500,481,13,11,480,False
2026-04-15,M4,Night,460,444,6,23,480,False
2026-04-15,M5,Morning,550,527,5,19,480,False
2026-04-15,M5,Evening,550,509,8,28,480,False
2026-04-15,M5,Night,506,465,7,19,480,False
2026-04-16,M1,Morning,600,576,12,27,480,False
2026-04-16,M1,Evening,600,573,5,15,480,False
2026-04-16,M1,Night,552,509,12,0,480,False
2026-04-16,M2,Morning,533,541,13,20,480,False
2026-04-16,M2,Evening,533,519,18,25,480,False
2026-04-16,M2,Night,490,474,10,18,480,False
2026-04-16,M3,Morning,566,523,8,14,480,False
2026-04-16,M3,Evening,566,509,10,7,480,False
2026-04-16,M3,Night,520,491,10,20,480,False
2026-04-16,M4,Morning,500,462,18,28,480,False
2026-04-16,M4,Evening,500,451,10,14,480,False
2026-04-16,M4,Night,460,418,5,22,480,False
2026-04-16,M5,Morning,550,505,14,26,480,False
2026-04-16,M5,Evening,550,539,9,22,480,False
2026-04-16,M5,Night,506,485,9,13,480,False
2026-04-17,M1,Morning,600,592,13,23,480,False
2026-04-17,M1,Evening,600,549,8,15,480,False
2026-04-17,M1,Night,552,516,8,19,480,False
2026-04-17,M2,Morning,533,474,7,24,480,False
2026-04-17,M2,Evening,533,510,10,11,480,False
2026-04-17,M2,Night,490,445,8,23,480,False
2026-04-17,M3,Morning,566,547,10,10,480,False
2026-04-17,M3,Evening,566,536,9,15,480,False
2026-04-17,M3,Night,520,509,13,20,480,False
2026-04-17,M4,Morning,500,450,10,26,480,False
2026-04-17,M4,Evening,500,464,13,28,480,False
2026-04-17,M4,Night,460,455,10,23,480,False
2026-04-17,M5,Morning,550,540,13,15,480,False
2026-04-17,M5,Evening,550,509,11,9,480,False
2026-04-17,M5,Night,506,473,13,3,480,False
2026-04-18,M1,Morning,420,414,11,15,480,False
2026-04-18,M1,Evening,420,401,8,28,480,False
2026-04-18,M1,Night,386,374,5,23,480,False
2026-04-18,M2,Morning,373,348,7,13,480,False
2026-04-18,M2,Evening,373,370,10,13,480,False
2026-04-18,M2,Night,343,308,6,22,480,False
2026-04-18,M3,Morning,396,375,11,24,480,False
2026-04-18,M3,Evening,396,383,9,9,480,False
2026-04-18,M3,Night,364,340,9,18,480,False
2026-04-18,M4,Morning,350,334,6,11,480,False
2026-04-18,M4,Evening,350,327,7,14,480,False
2026-04-18,M4,Night,322,300,4,27,480,False
2026-04-18,M5,Morning,385,358,10,30,480,False
2026-04-18,M5,Evening,385,360,5,4,480,False
2026-04-18,M5,Night,354,317,4,29,480,False
2026-04-19,M1,Morning,420,396,9,3,480,False
2026-04-19,M1,Evening,420,379,10,21,480,False
2026-04-19,M1,Night,386,361,9,30,480,False
2026-04-19,M2,Morning,373,348,7,20,480,False
2026-04-19,M2,Evening,373,377,3,24,480,False
2026-04-19,M2,Night,343,321,8,14,480,False
2026-04-19,M3,Morning,396,371,9,41,480,False
